Spot_index,x,y
159,1168.033060868929,1314.8701942484895
160,1192.2788196376578,1283.123787796897
161,1216.5245784063866,1251.3773813453042
162,1240.770337175115,1219.6309748937122
163,1265.016095943844,1187.8845684421196
164,1289.2618547125728,1156.138161990527
165,1313.5076134813016,1124.391755538935
166,1337.7533722500302,1092.6453490873423
167,1361.9991310187593,1060.89894263575
168,304.3745557673212,2513.8089092636137
169,328.62031453605005,2482.062502812021
170,352.8660733047783,2450.316096360429
171,377.1118320735075,2418.5696899088366
172,401.3575908422363,2386.823283457244
173,425.603349610965,2355.076877005652
174,449.8491083796937,2323.330470554059
175,474.09486714842245,2291.584064102466
176,498.3406259171512,2259.8376576508745
177,522.5863846858799,2228.091251199282
178,546.8321434546087,2196.3448447476894
179,571.0779022233374,2164.598438296097
180,595.3236609920662,2132.852031844505
181,619.5694197607949,2101.1056253929123
182,643.8151785295237,2069.35921894132
183,668.0609372982524,2037.6128124897275
184,692.3066960669812,2005.8664060381348
185,716.5524548357099,1974.1199995865425
186,740.7982136044386,1942.3735931349504
187,765.0439723731674,1910.6271866833576
188,789.2897311418961,1878.880780231765
189,813.5354899106248,1847.134373780173
190,837.7812486793538,1815.3879673285803
191,862.0270074480824,1783.641560876988
192,886.2727662168113,1751.8951544253955
193,910.51852498554,1720.1487479738032
194,934.7642837542688,1688.4023415222107
195,959.0100425229977,1656.6559350706184
196,983.2558012917264,1624.909528619026
197,1007.5015600604552,1593.1631221674336
198,1031.7473188291838,1561.416715715841
199,1055.9930775979126,1529.6703092642483
200,1080.2388363666414,1497.923902812656
201,1104.4845951353705,1466.1774963610635
202,1128.7303539040986,1434.4310899094712
203,1152.9761126728276,1402.684683457879
204,1177.2218714415565,1370.9382770062864
205,1201.467630210285,1339.1918705546943
206,1225.7133889790136,1307.4454641031016
207,1249.9591477477427,1275.699057651509
208,1274.2049065164713,1243.952651199917
209,1298.4506652852,1212.2062447483245
210,1322.6964240539287,1180.4598382967315
211,1346.9421828226575,1148.71343184514
212,1371.1879415913863,1116.9670253935474
213,1395.4337003601154,1085.2206189419546
214,1419.6794591288435,1053.474212490362
215,1443.9252178975726,1021.72780603877
216,313.5633663399488,2569.876992021411
217,337.8091251086776,2538.1305855698183
218,362.0548838774061,2506.3841791182263
219,386.3006426461348,2474.637772666634
220,410.5464014148636,2442.8913662150417
221,434.79216018359233,2411.144959763449
222,459.0379189523211,2379.398553311857
223,483.2836777210499,2347.652146860264
224,507.5294364897786,2315.905740408671
225,531.7751952585072,2284.159333957079
226,556.0209540272361,2252.4129275054866
227,580.2667127959647,2220.666521053894
228,604.5124715646937,2188.920114602302
229,628.7582303334224,2157.173708150709
230,653.0039891021513,2125.427301699117
231,677.2497478708798,2093.680895247524
232,701.4955066396086,2061.934488795932
233,725.7412654083374,2030.1880823443396
234,749.9870241770661,1998.4416758927475
235,774.2327829457955,1966.695269441155
236,798.4785417145242,1934.9488629895625
237,822.7243004832528,1903.20245653797
238,846.9700592519816,1871.456050086378
239,871.2158180207105,1839.7096436347852
240,895.4615767894392,1807.9632371831929
241,919.707335558168,1776.2168307316006
242,943.9530943268966,1744.470424280008
243,968.1988530956254,1712.7240178284155
244,992.444611864354,1680.9776113768232
245,1016.690370633083,1649.231204925231
246,1040.9361294018115,1617.4847984736384
247,1065.18188817054,1585.738392022046
248,1089.427646939269,1553.9919855704536
249,1113.6734057079975,1522.245579118861
250,1137.9191644767268,1490.4991726672683
251,1162.164923245455,1458.752766215676
252,1186.410682014184,1427.0063597640835
253,1210.6564407829128,1395.2599533124912
254,1234.9021995516418,1363.513546860899
255,1259.1479583203702,1331.7671404093064
256,1283.3937170890993,1300.020733957714
257,1307.6394758578276,1268.2743275061218
258,1331.8852346265564,1236.527921054529
259,1356.1309933952853,1204.7815146029366
260,1380.376752164014,1173.0351081513445
261,1404.622510932743,1141.2887016997522
262,1428.8682697014715,1109.5422952481597
263,1453.1140284702003,1077.7958887965674
264,1477.3597872389291,1046.0494823449749
265,1501.605546007658,1014.303075893382
266,1525.8513047763868,982.5566694417896
267,322.75217691257643,2625.9450747792084
268,346.99793568130514,2594.198668327616
269,371.2436944500339,2562.4522618760234
270,395.48945321876266,2530.705855424431
271,419.73521198749137,2498.959448972839
272,443.9809707562202,2467.2130425212463
273,468.2267295249489,2435.4666360696538
274,492.4724882936776,2403.7202296180617
275,516.7182470624064,2371.9738231664687
276,540.9640058311352,2340.227416714876
277,565.2097645998639,2308.481010263284
278,589.4555233685927,2276.734603811692
279,613.7012821373214,2244.988197360099
280,637.9470409060501,2213.241790908507
